Name,Age,Salary,Department,Joined_Date,Performance
Employee_v3_426,,sixty-five hundred thousand,Customer Service,2021-05-05,Poor
Employee_v3_427,,forty thousand,Customer Service,2023-07-04,Poor
Employee_v3_428,44.0,sixty-five hundred thousand,Logistics,2023-10-09,Good
Employee_v3_429,32.0,,Customer Service,2021-10-14,Good
Employee_v3_430,,,Procurement,2019-01-10,Poor
Employee_v3_431,29.0,,Customer Service,2018-07-07,Good
Employee_v3_432,33.0,sixty-five hundred thousand,Logistics,2017-04-19,Poor
Employee_v3_433,30.0,4047808,Procurement,2022-02-28,Good
Employee_v3_434,,6829989,Procurement,2022-11-21,Good
Employee_v3_435,35.0,sixty-five hundred thousand,Logistics,2018-07-04,Good
Employee_v3_436,44.0,4679722,Sales,2019-05-12,Good
Employee_v3_437,,,Procurement,2016-01-28,Poor
Employee_v3_438,38.0,,Procurement,2021-05-02,Poor
Employee_v3_439,38.0,,Logistics,2015-06-07,Poor
Employee_v3_440,38.0,4296032,Customer Service,2020-03-31,Poor
Employee_v3_441,36.0,forty thousand,Customer Service,2018-01-06,Good
Employee_v3_442,43.0,sixty-five hundred thousand,Customer Service,2018-03-27,Good
Employee_v3_443,,forty thousand,Sales,2022-05-22,Good
Employee_v3_444,,4465471,Logistics,2024-07-11,Good
Employee_v3_445,33.0,sixty-five hundred thousand,Customer Service,2015-05-16,Poor
Employee_v3_446,,4798732,Procurement,2023-06-08,Poor
Employee_v3_447,39.0,sixty-five hundred thousand,Logistics,2022-09-02,Poor
Employee_v3_448,,sixty-five hundred thousand,Procurement,2018-07-28,Poor
Employee_v3_449,,forty thousand,Customer Service,2021-09-18,Poor
Employee_v3_450,29.0,forty thousand,Sales,2022-10-24,Poor
Employee_v3_451,43.0,forty thousand,Procurement,2019-01-13,Good
Employee_v3_452,,sixty-five hundred thousand,Procurement,2017-07-04,Poor
Employee_v3_453,,6234553,Procurement,2015-06-04,Good
Employee_v3_454,,sixty-five hundred thousand,Logistics,2020-04-26,Good
Employee_v3_455,,sixty-five hundred thousand,Customer Service,2021-08-08,Good
Employee_v3_456,,8647932,Sales,2016-02-06,Good
Employee_v3_457,,sixty-five hundred thousand,Logistics,2016-08-27,Good
Employee_v3_458,,forty thousand,Procurement,2018-04-25,Poor
Employee_v3_459,32.0,6642343,Procurement,2017-05-17,Good
Employee_v3_460,34.0,7874394,Sales,2016-11-05,Poor
Employee_v3_461,40.0,forty thousand,Procurement,2023-06-11,Poor
Employee_v3_462,,forty thousand,Customer Service,2024-02-04,Poor
Employee_v3_463,29.0,forty thousand,Procurement,2023-05-14,Good
Employee_v3_464,30.0,forty thousand,Procurement,2021-08-26,Poor
Employee_v3_465,,sixty-five hundred thousand,Sales,2020-11-06,Poor
Employee_v3_466,38.0,forty thousand,Procurement,2021-02-07,Poor
Employee_v3_467,,8080964,Customer Service,2017-10-17,Good
Employee_v3_468,43.0,,Logistics,2016-04-02,Good
Employee_v3_469,,,Sales,2016-01-24,Poor
Employee_v3_470,33.0,,Logistics,2024-09-15,Good
Employee_v3_471,38.0,,Sales,2015-02-10,Poor
Employee_v3_472,37.0,7133730,Procurement,2017-03-25,Poor
Employee_v3_473,,6191241,Logistics,2024-06-23,Poor
Employee_v3_474,,7349468,Sales,2020-04-02,Poor
Employee_v3_475,,forty thousand,Logistics,2024-04-09,Poor
Employee_v3_476,45.0,sixty-five hundred thousand,Customer Service,2019-06-01,Poor
Employee_v3_477,,forty thousand,Customer Service,2022-07-05,Poor
Employee_v3_478,,4213197,Customer Service,2018-10-03,Good
Employee_v3_479,34.0,sixty-five hundred thousand,Logistics,2020-05-12,Poor
Employee_v3_480,39.0,8941315,Procurement,2016-01-22,Poor
Employee_v3_481,35.0,,Procurement,2023-08-30,Poor
Employee_v3_482,,,Customer Service,2015-04-20,Poor
Employee_v3_483,37.0,sixty-five hundred thousand,Procurement,2018-03-17,Poor
Employee_v3_484,34.0,,Procurement,2019-10-13,Good
Employee_v3_485,,,Customer Service,2020-09-05,Good
Employee_v3_486,,forty thousand,Sales,2019-05-05,Good
Employee_v3_487,,7327346,Customer Service,2022-07-12,Poor
Employee_v3_488,39.0,8074534,Procurement,2015-08-09,Poor
Employee_v3_489,,forty thousand,Procurement,2021-05-05,Good
Employee_v3_490,43.0,forty thousand,Procurement,2023-07-11,Good
Employee_v3_491,37.0,forty thousand,Sales,2016-01-30,Good
Employee_v3_492,,6790262,Sales,2016-09-03,Poor
Employee_v3_493,,8440808,Logistics,2023-04-26,Good
Employee_v3_494,,,Logistics,2019-02-04,Good
Employee_v3_495,,forty thousand,Customer Service,2015-12-30,Good
Employee_v3_496,31.0,sixty-five hundred thousand,Sales,2023-12-07,Poor
Employee_v3_497,,sixty-five hundred thousand,Logistics,2017-11-13,Good
Employee_v3_498,,7710337,Sales,2019-05-21,Poor
Employee_v3_499,34.0,forty thousand,Sales,2018-06-16,Good
Employee_v3_500,,sixty-five hundred thousand,Logistics,2023-10-31,Good
