Name,Age,Salary,Department,Joined_Date,Performance
Employee_v4_434,,forty thousand,Administration,2024-01-24,Poor
Employee_v4_435,,sixty-five hundred thousand,Billing,2020-01-05,Poor
Employee_v4_436,,,Pharmacy,2021-03-26,Poor
Employee_v4_437,25.0,forty thousand,Billing,2021-11-09,Poor
Employee_v4_438,44.0,,Administration,2021-10-04,Poor
Employee_v4_439,,,Medical,2021-11-20,Good
Employee_v4_440,28.0,forty thousand,Medical,2015-10-09,Poor
Employee_v4_441,41.0,forty thousand,Billing,2016-03-05,Good
Employee_v4_442,,,Medical,2021-11-30,Good
Employee_v4_443,29.0,forty thousand,Administration,2022-02-08,Good
Employee_v4_444,,forty thousand,Medical,2017-04-19,Poor
Employee_v4_445,,,Administration,2016-12-30,Poor
Employee_v4_446,,forty thousand,Billing,2018-01-01,Poor
Employee_v4_447,45.0,forty thousand,Billing,2023-10-26,Good
Employee_v4_448,,sixty-five hundred thousand,Medical,2019-04-06,Poor
Employee_v4_449,26.0,7545702,Medical,2015-03-20,Good
Employee_v4_450,,5567471,Pharmacy,2024-06-14,Poor
Employee_v4_451,28.0,sixty-five hundred thousand,Pharmacy,2023-09-30,Poor
Employee_v4_452,,sixty-five hundred thousand,Medical,2017-09-27,Good
Employee_v4_453,45.0,,Administration,2018-09-18,Good
Employee_v4_454,41.0,sixty-five hundred thousand,Medical,2015-03-14,Good
Employee_v4_455,41.0,sixty-five hundred thousand,Medical,2019-12-27,Poor
Employee_v4_456,,sixty-five hundred thousand,Pharmacy,2021-06-08,Poor
Employee_v4_457,33.0,sixty-five hundred thousand,Pharmacy,2023-05-27,Poor
Employee_v4_458,37.0,forty thousand,Medical,2021-06-14,Poor
Employee_v4_459,31.0,,Billing,2016-08-18,Poor
Employee_v4_460,45.0,,Administration,2024-08-14,Good
Employee_v4_461,,forty thousand,Billing,2019-08-25,Good
Employee_v4_462,,sixty-five hundred thousand,Administration,2020-03-04,Good
Employee_v4_463,,forty thousand,Billing,2018-08-29,Good
Employee_v4_464,36.0,forty thousand,Billing,2022-02-27,Good
Employee_v4_465,,sixty-five hundred thousand,Pharmacy,2018-07-25,Good
Employee_v4_466,44.0,6892816,Administration,2015-12-24,Poor
Employee_v4_467,32.0,,Pharmacy,2017-07-30,Good
Employee_v4_468,,,Pharmacy,2017-09-14,Good
Employee_v4_469,,forty thousand,Billing,2020-11-05,Good
Employee_v4_470,,8626736,Pharmacy,2020-10-11,Good
Employee_v4_471,,6919234,Pharmacy,2024-01-26,Poor
Employee_v4_472,,7505377,Billing,2016-02-18,Poor
Employee_v4_473,38.0,,Administration,2022-06-13,Good
Employee_v4_474,,5790842,Administration,2015-01-21,Poor
Employee_v4_475,27.0,,Billing,2022-10-30,Good
Employee_v4_476,,,Billing,2024-09-23,Good
Employee_v4_477,28.0,,Administration,2015-07-07,Poor
Employee_v4_478,,sixty-five hundred thousand,Pharmacy,2015-02-24,Good
Employee_v4_479,,,Billing,2018-07-08,Poor
Employee_v4_480,,sixty-five hundred thousand,Administration,2021-09-16,Poor
Employee_v4_481,42.0,sixty-five hundred thousand,Pharmacy,2018-08-18,Good
Employee_v4_482,,forty thousand,Billing,2018-10-29,Poor
Employee_v4_483,,sixty-five hundred thousand,Billing,2019-11-04,Poor
Employee_v4_484,,5161668,Medical,2023-03-03,Poor
Employee_v4_485,41.0,sixty-five hundred thousand,Billing,2021-02-15,Good
Employee_v4_486,38.0,sixty-five hundred thousand,Administration,2023-12-02,Poor
Employee_v4_487,32.0,sixty-five hundred thousand,Medical,2019-01-22,Poor
Employee_v4_488,38.0,,Pharmacy,2020-11-28,Poor
Employee_v4_489,,sixty-five hundred thousand,Administration,2018-05-24,Good
Employee_v4_490,,forty thousand,Administration,2023-11-06,Poor
Employee_v4_491,,forty thousand,Administration,2017-09-23,Poor
Employee_v4_492,27.0,,Administration,2022-09-13,Poor
Employee_v4_493,28.0,sixty-five hundred thousand,Pharmacy,2020-05-25,Poor
Employee_v4_494,,4039556,Medical,2023-05-08,Good
Employee_v4_495,33.0,forty thousand,Pharmacy,2023-05-16,Good
Employee_v4_496,,forty thousand,Administration,2022-12-13,Poor
Employee_v4_497,36.0,7090338,Pharmacy,2024-04-03,Poor
Employee_v4_498,,forty thousand,Pharmacy,2019-06-08,Good
Employee_v4_499,,7742407,Medical,2023-08-01,Good
Employee_v4_500,,forty thousand,Billing,2015-12-28,Good
