Name,Age,Salary,Department,Joined_Date,Performance
Employee_v1_445,,sixty-five hundred thousand,Marketing,2023-01-04,Good
Employee_v1_446,30.0,sixty-five hundred thousand,Finance,2024-03-12,Poor
Employee_v1_447,37.0,sixty-five hundred thousand,IT,2015-07-31,Poor
Employee_v1_448,44.0,6722932,Finance,2018-11-04,Poor
Employee_v1_449,,forty thousand,HR,2019-03-22,Poor
Employee_v1_450,,sixty-five hundred thousand,IT,2024-01-13,Poor
Employee_v1_451,,5965132,Marketing,2019-04-07,Good
Employee_v1_452,44.0,forty thousand,IT,2018-07-13,Poor
Employee_v1_453,,,HR,2019-01-12,Good
Employee_v1_454,,5554009,HR,2016-01-02,Poor
Employee_v1_455,,,Finance,2021-10-19,Poor
Employee_v1_456,25.0,,Marketing,2021-05-20,Poor
Employee_v1_457,34.0,sixty-five hundred thousand,Finance,2019-08-18,Good
Employee_v1_458,,sixty-five hundred thousand,HR,2019-06-14,Poor
Employee_v1_459,38.0,,Finance,2017-11-16,Poor
Employee_v1_460,37.0,7679004,IT,2015-01-30,Good
Employee_v1_461,,5308898,IT,2023-02-23,Good
Employee_v1_462,34.0,,IT,2020-11-21,Poor
Employee_v1_463,,sixty-five hundred thousand,IT,2017-05-05,Good
Employee_v1_464,,,Marketing,2016-11-27,Poor
Employee_v1_465,,,HR,2015-06-17,Good
Employee_v1_466,27.0,sixty-five hundred thousand,Marketing,2019-02-17,Poor
Employee_v1_467,42.0,sixty-five hundred thousand,Marketing,2021-02-06,Poor
Employee_v1_468,32.0,forty thousand,Marketing,2023-08-13,Good
Employee_v1_469,,4878904,Marketing,2020-06-01,Poor
Employee_v1_470,34.0,5110539,IT,2023-01-16,Good
Employee_v1_471,,4174682,HR,2022-05-16,Poor
Employee_v1_472,43.0,5604595,HR,2020-11-21,Poor
Employee_v1_473,,7196843,HR,2021-05-22,Poor
Employee_v1_474,39.0,sixty-five hundred thousand,Finance,2016-07-31,Good
Employee_v1_475,,sixty-five hundred thousand,HR,2021-05-14,Poor
Employee_v1_476,,7692257,Marketing,2024-10-15,Poor
Employee_v1_477,26.0,5909618,Marketing,2018-03-09,Good
Employee_v1_478,36.0,sixty-five hundred thousand,HR,2024-07-05,Good
Employee_v1_479,,,Finance,2015-01-14,Good
Employee_v1_480,30.0,forty thousand,Marketing,2019-12-29,Poor
Employee_v1_481,,sixty-five hundred thousand,Marketing,2020-01-06,Poor
Employee_v1_482,,6218560,Marketing,2021-09-15,Good
Employee_v1_483,,7031317,Finance,2024-08-14,Poor
Employee_v1_484,,forty thousand,Marketing,2020-11-01,Good
Employee_v1_485,,,Finance,2015-02-10,Good
Employee_v1_486,31.0,8481025,HR,2022-04-22,Good
Employee_v1_487,44.0,8458410,IT,2018-03-17,Good
Employee_v1_488,,sixty-five hundred thousand,Marketing,2019-04-19,Poor
Employee_v1_489,,forty thousand,Finance,2019-03-01,Poor
Employee_v1_490,44.0,sixty-five hundred thousand,HR,2020-12-19,Poor
Employee_v1_491,25.0,,IT,2017-07-19,Good
Employee_v1_492,,forty thousand,HR,2019-08-06,Poor
Employee_v1_493,25.0,7910247,IT,2017-09-15,Good
Employee_v1_494,,sixty-five hundred thousand,Marketing,2017-09-10,Good
Employee_v1_495,42.0,,Marketing,2024-05-14,Good
Employee_v1_496,37.0,sixty-five hundred thousand,IT,2024-04-02,Good
Employee_v1_497,26.0,,HR,2024-02-06,Good
Employee_v1_498,,6781744,IT,2021-04-07,Poor
Employee_v1_499,,,HR,2019-10-10,Good
Employee_v1_500,,6139275,IT,2019-11-20,Poor
