Name,Age,Salary,Department,Joined_Date,Performance
Employee_v2_444,25.0,forty thousand,Support,2017-01-22,Good
Employee_v2_445,30.0,6399596,Engineering,2020-03-11,Good
Employee_v2_446,,forty thousand,QA,2018-02-11,Poor
Employee_v2_447,44.0,sixty-five hundred thousand,Product,2020-04-07,Good
Employee_v2_448,,sixty-five hundred thousand,Support,2020-08-19,Good
Employee_v2_449,34.0,forty thousand,Support,2022-07-12,Poor
Employee_v2_450,,6578503,Product,2018-09-22,Good
Employee_v2_451,,,Engineering,2019-06-29,Poor
Employee_v2_452,38.0,5647932,QA,2018-07-05,Good
Employee_v2_453,,forty thousand,Product,2020-09-15,Good
Employee_v2_454,27.0,sixty-five hundred thousand,Product,2015-10-10,Poor
Employee_v2_455,,7715671,Product,2019-07-05,Poor
Employee_v2_456,,8560306,Engineering,2024-04-23,Good
Employee_v2_457,28.0,5406000,QA,2020-10-19,Poor
Employee_v2_458,,sixty-five hundred thousand,QA,2015-09-26,Poor
Employee_v2_459,,forty thousand,Product,2015-02-18,Good
Employee_v2_460,,,Engineering,2019-11-29,Poor
Employee_v2_461,,sixty-five hundred thousand,QA,2015-10-20,Good
Employee_v2_462,,4040931,Product,2024-05-05,Poor
Employee_v2_463,,,Support,2022-04-04,Good
Employee_v2_464,,7571505,Support,2019-12-15,Poor
Employee_v2_465,29.0,sixty-five hundred thousand,Support,2023-04-06,Poor
Employee_v2_466,39.0,sixty-five hundred thousand,Support,2022-10-15,Good
Employee_v2_467,,sixty-five hundred thousand,Product,2019-07-11,Poor
Employee_v2_468,,,Support,2016-08-28,Good
Employee_v2_469,39.0,6355287,Support,2016-03-07,Good
Employee_v2_470,41.0,,Support,2023-03-30,Good
Employee_v2_471,,6299503,Support,2022-09-05,Good
Employee_v2_472,42.0,sixty-five hundred thousand,Product,2024-11-14,Good
Employee_v2_473,,forty thousand,QA,2022-08-11,Good
Employee_v2_474,,7794755,QA,2016-01-07,Poor
Employee_v2_475,,forty thousand,Product,2019-12-29,Good
Employee_v2_476,33.0,sixty-five hundred thousand,Support,2019-11-01,Good
Employee_v2_477,35.0,sixty-five hundred thousand,Product,2022-06-17,Good
Employee_v2_478,26.0,forty thousand,Engineering,2018-11-29,Good
Employee_v2_479,,forty thousand,Support,2015-04-26,Good
Employee_v2_480,45.0,forty thousand,Product,2022-01-26,Good
Employee_v2_481,,8021512,Engineering,2024-12-02,Poor
Employee_v2_482,,5251279,Product,2017-07-22,Good
Employee_v2_483,,8118050,Product,2018-02-13,Good
Employee_v2_484,27.0,,Support,2024-10-17,Good
Employee_v2_485,40.0,5406064,QA,2016-08-18,Poor
Employee_v2_486,,forty thousand,Product,2024-07-30,Good
Employee_v2_487,,forty thousand,Product,2017-05-09,Poor
Employee_v2_488,,sixty-five hundred thousand,QA,2015-02-16,Good
Employee_v2_489,,forty thousand,Engineering,2017-05-26,Poor
Employee_v2_490,,forty thousand,QA,2018-03-08,Poor
Employee_v2_491,41.0,forty thousand,Support,2021-04-24,Poor
Employee_v2_492,28.0,sixty-five hundred thousand,Support,2019-07-14,Poor
Employee_v2_493,,7956070,QA,2015-10-18,Poor
Employee_v2_494,,7314501,QA,2020-04-12,Good
Employee_v2_495,38.0,sixty-five hundred thousand,Support,2021-04-23,Good
Employee_v2_496,24.0,,Support,2024-05-11,Poor
Employee_v2_497,,sixty-five hundred thousand,Product,2015-08-07,Poor
Employee_v2_498,,4332080,Engineering,2024-10-19,Good
Employee_v2_499,29.0,forty thousand,QA,2020-03-11,Poor
Employee_v2_500,,,QA,2023-03-11,Good
