Name,Age,Salary,Department,Joined_Date,Performance
Employee_v5_443,,5182410,Editorial,2017-08-01,Poor
Employee_v5_444,,forty thousand,Publishing,2015-11-16,Poor
Employee_v5_445,,,Design,2024-03-08,Poor
Employee_v5_446,40.0,forty thousand,Editorial,2023-11-27,Good
Employee_v5_447,,forty thousand,Editorial,2023-02-15,Poor
Employee_v5_448,43.0,sixty-five hundred thousand,Research,2018-02-16,Good
Employee_v5_449,,5060922,Editorial,2020-01-31,Poor
Employee_v5_450,,5096360,Editorial,2018-10-25,Poor
Employee_v5_451,,forty thousand,Research,2023-08-03,Good
Employee_v5_452,,forty thousand,Publishing,2016-09-12,Good
Employee_v5_453,,forty thousand,Editorial,2019-10-09,Good
Employee_v5_454,,,Editorial,2016-09-14,Poor
Employee_v5_455,,,Editorial,2021-10-24,Poor
Employee_v5_456,30.0,sixty-five hundred thousand,Design,2022-10-27,Poor
Employee_v5_457,35.0,,Design,2016-07-13,Good
Employee_v5_458,,sixty-five hundred thousand,Design,2019-01-09,Poor
Employee_v5_459,,forty thousand,Design,2024-01-08,Poor
Employee_v5_460,26.0,,Research,2022-04-15,Good
Employee_v5_461,24.0,,Design,2015-02-27,Good
Employee_v5_462,36.0,sixty-five hundred thousand,Editorial,2017-01-23,Poor
Employee_v5_463,37.0,,Design,2016-01-08,Poor
Employee_v5_464,29.0,4085891,Publishing,2018-12-08,Good
Employee_v5_465,,7558548,Editorial,2023-04-24,Poor
Employee_v5_466,,,Publishing,2020-12-10,Poor
Employee_v5_467,,forty thousand,Design,2022-03-29,Poor
Employee_v5_468,,4469049,Research,2016-05-16,Good
Employee_v5_469,40.0,forty thousand,Editorial,2021-07-17,Poor
Employee_v5_470,,forty thousand,Editorial,2019-03-10,Poor
Employee_v5_471,36.0,sixty-five hundred thousand,Publishing,2017-06-15,Poor
Employee_v5_472,40.0,,Design,2015-08-20,Good
Employee_v5_473,35.0,sixty-five hundred thousand,Editorial,2024-05-16,Poor
Employee_v5_474,,,Design,2018-09-14,Good
Employee_v5_475,45.0,sixty-five hundred thousand,Editorial,2017-03-31,Good
Employee_v5_476,44.0,forty thousand,Design,2023-09-01,Poor
Employee_v5_477,44.0,6896230,Publishing,2015-06-03,Poor
Employee_v5_478,38.0,forty thousand,Editorial,2018-07-18,Poor
Employee_v5_479,,forty thousand,Publishing,2016-03-02,Good
Employee_v5_480,,,Research,2021-05-18,Good
Employee_v5_481,,sixty-five hundred thousand,Design,2022-09-14,Good
Employee_v5_482,,forty thousand,Publishing,2024-01-15,Poor
Employee_v5_483,,forty thousand,Publishing,2015-05-13,Good
Employee_v5_484,,sixty-five hundred thousand,Design,2016-07-30,Poor
Employee_v5_485,,sixty-five hundred thousand,Design,2015-09-06,Poor
Employee_v5_486,,forty thousand,Editorial,2018-05-28,Good
Employee_v5_487,,sixty-five hundred thousand,Editorial,2019-11-10,Poor
Employee_v5_488,24.0,5992554,Research,2022-06-23,Poor
Employee_v5_489,31.0,5156711,Research,2022-02-01,Good
Employee_v5_490,,,Research,2023-10-10,Good
Employee_v5_491,,,Design,2018-03-09,Good
Employee_v5_492,30.0,7085205,Publishing,2016-08-30,Good
Employee_v5_493,,sixty-five hundred thousand,Publishing,2022-01-19,Poor
Employee_v5_494,,8535712,Research,2016-12-30,Good
Employee_v5_495,,forty thousand,Design,2021-04-23,Poor
Employee_v5_496,,sixty-five hundred thousand,Research,2018-06-01,Good
Employee_v5_497,24.0,4399639,Publishing,2021-02-06,Poor
Employee_v5_498,33.0,,Research,2020-04-12,Good
Employee_v5_499,41.0,,Editorial,2015-03-22,Poor
Employee_v5_500,,sixty-five hundred thousand,Research,2017-03-03,Good
